model,temperature,load,run_dir,metric,mean,min,max,std,median
karmada-native,N/A,varia,baseline_input_varia_20260801_063646,cpu_usage,1.0066166666666667,0.0,1.823,0.5306389526058174,1.0495
karmada-native,N/A,varia,baseline_input_varia_20260801_063646,mem_usage,0.9969666666666668,0.0,1.805,0.5252554815553616,1.0395
karmada-native,N/A,varia,baseline_input_varia_20260801_063646,number_of_migrations,8.5,1.0,16.0,10.606601717798211,8.5
karmada-native,N/A,varia,baseline_input_varia_20260801_063646,pending_pods,3.2666666666666666,0.0,94.0,17.0063464391691,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_063646,time_with_pending,0.0330578512396694,0.0,1.0,0.1795310696193773,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_063646,wokloads_with_pending_pods,0.0041269841269841,0.0,0.2285714285714285,0.029343192186427,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_071802,cost,0.1856213333333333,0.17024,0.19264,0.0097984224719009,0.1904
karmada-native,N/A,varia,baseline_input_varia_20260801_071802,cpu_usage,1.0338833333333333,0.0,1.823,0.529291982848167,1.0775
karmada-native,N/A,varia,baseline_input_varia_20260801_071802,mem_usage,1.0239333333333334,0.0,1.805,0.5239906476933119,1.0675
karmada-native,N/A,varia,baseline_input_varia_20260801_071802,number_of_migrations,8.5,1.0,16.0,10.606601717798211,8.5
karmada-native,N/A,varia,baseline_input_varia_20260801_071802,pending_pods,3.683333333333333,0.0,94.0,17.08155082336124,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_071802,time_with_pending,0.0495867768595041,0.0,1.0,0.2179923419687598,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_071802,wokloads_with_pending_pods,0.0050810841067298,0.0,0.2285714285714285,0.0285757415812565,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_075927,cost,0.185584,0.17024,0.19264,0.0097754675990287,0.1904
karmada-native,N/A,varia,baseline_input_varia_20260801_075927,cpu_usage,1.0255833333333335,0.0,1.823,0.5377019302729059,1.0905
karmada-native,N/A,varia,baseline_input_varia_20260801_075927,mem_usage,1.0157166666666666,0.0,1.805,0.5322610259238548,1.08
karmada-native,N/A,varia,baseline_input_varia_20260801_075927,number_of_migrations,9.0,1.0,17.0,11.31370849898476,9.0
karmada-native,N/A,varia,baseline_input_varia_20260801_075927,pending_pods,4.483333333333333,0.0,94.0,17.078573816798038,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_075927,time_with_pending,0.1074380165289256,0.0,1.0,0.3109569341179471,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_075927,wokloads_with_pending_pods,0.0094840757619662,0.0,0.2428571428571428,0.0343715514142609,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_084049,cost,0.18312,0.17024,0.19264,0.0094372877459575,0.18592
karmada-native,N/A,varia,baseline_input_varia_20260801_084049,cpu_usage,1.0260666666666665,0.0,1.823,0.5028285709378617,1.081
karmada-native,N/A,varia,baseline_input_varia_20260801_084049,mem_usage,1.0159000000000002,0.0,1.805,0.4978041511290922,1.07
karmada-native,N/A,varia,baseline_input_varia_20260801_084049,number_of_migrations,7.4,2.0,17.0,5.770615218501403,5.0
karmada-native,N/A,varia,baseline_input_varia_20260801_084049,pending_pods,10.533333333333331,0.0,94.0,22.68761079567038,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_084049,time_with_pending,0.1322314049586777,0.0,1.0,0.3401506715249042,0.0
karmada-native,N/A,varia,baseline_input_varia_20260801_084049,wokloads_with_pending_pods,0.0148952415360719,0.0,0.2428571428571428,0.0456104048643314,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_115258,cost,0.10752,0.10752,0.10752,4.1984706052567766e-17,0.10752
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_115258,cpu_usage,0.8587500000000002,0.0,0.947,0.1132529230363222,0.871
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_115258,mem_usage,0.8498833333333334,0.0,0.937,0.1120830641838283,0.862
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_115258,number_of_migrations,4.5,0.0,14.0,6.60807586719967,2.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_115258,pending_pods,0.0,0.0,0.0,0.0,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_115258,time_with_pending,0.0,0.0,0.0,0.0,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_115258,wokloads_with_pending_pods,0.0,0.0,0.0,0.0,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_123442,cost,0.10752,0.10752,0.10752,4.1984706052567766e-17,0.10752
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_123442,cpu_usage,0.867166666666667,0.62,0.893,0.032574382503437,0.871
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_123442,mem_usage,0.8582333333333334,0.614,0.884,0.0321903062925633,0.862
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_123442,number_of_migrations,5.0,0.0,14.0,6.6332495807108,3.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_123442,pending_pods,0.1333333333333333,0.0,8.0,1.0327955589886455,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_123442,time_with_pending,0.0166666666666666,0.0,1.0,0.1290994448735807,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_123442,wokloads_with_pending_pods,0.0010416666666666,0.0,0.0625,0.0080687153045987,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_131636,cost,0.10752,0.10752,0.10752,4.1984706052567766e-17,0.10752
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_131636,cpu_usage,0.8617333333333332,0.206,0.936,0.0866234529378162,0.871
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_131636,mem_usage,0.8530833333333334,0.204,0.926,0.0857361525443458,0.8620000000000001
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_131636,number_of_migrations,9.5,8.0,12.0,1.914854215512676,9.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_131636,pending_pods,0.1166666666666666,0.0,7.0,0.9036961141150636,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_131636,time_with_pending,0.0166666666666666,0.0,1.0,0.1290994448735807,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_131636,wokloads_with_pending_pods,0.0029761904761904,0.0,0.1785714285714285,0.0230534722988536,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_135842,cost,0.10752,0.10752,0.10752,4.1984706052567766e-17,0.10752
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_135842,cpu_usage,0.8573,0.0,0.892,0.1126355003194079,0.871
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_135842,mem_usage,0.8487000000000002,0.0,0.883,0.1115039407983382,0.862
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_135842,number_of_migrations,15.5,10.0,26.0,7.187952884282608,13.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_135842,pending_pods,0.1,0.0,4.0,0.573422670742999,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_135842,time_with_pending,0.0333333333333333,0.0,1.0,0.1810203347193925,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_135842,wokloads_with_pending_pods,0.0006302742616033,0.0,0.0253164556962025,0.0036204180635255,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_144053,cost,0.10752,0.10752,0.10752,4.1984706052567766e-17,0.10752
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_144053,cpu_usage,0.8636666666666668,0.435,0.887,0.0563577154469153,0.871
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_144053,mem_usage,0.8550000000000002,0.431,0.878,0.0557451829643496,0.862
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_144053,number_of_migrations,5.5,2.0,8.0,3.0,6.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_144053,pending_pods,0.1333333333333333,0.0,8.0,1.0327955589886455,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_144053,time_with_pending,0.0166666666666666,0.0,1.0,0.1290994448735807,0.0
openai-gpt-5,0.0,const,openai-gpt-5_input_const_v2_0_20260802_144053,wokloads_with_pending_pods,0.0015151515151515,0.0,0.0909090909090909,0.0117363131703254,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_071634,cost,0.10752,0.10752,0.10752,4.1984706052567766e-17,0.10752
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_071634,cpu_usage,0.8683333333333333,0.659,0.903,0.0279658791294002,0.871
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_071634,mem_usage,0.8597333333333333,0.652,0.894,0.0277481815966542,0.862
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_071634,number_of_migrations,10.666666666666666,6.0,14.0,4.163331998932265,12.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_071634,pending_pods,0.1833333333333333,0.0,9.0,1.1859583361742712,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_071634,time_with_pending,0.0333333333333333,0.0,1.0,0.1810203347193923,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_071634,wokloads_with_pending_pods,0.00125,0.0,0.0625,0.0082016430763928,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_075707,cost,0.10752,0.10752,0.10752,4.1984706052567766e-17,0.10752
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_075707,cpu_usage,0.8582333333333334,0.054,0.92,0.1057988764585286,0.871
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_075707,mem_usage,0.8496666666666667,0.053,0.91,0.1047951458745589,0.862
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_075707,number_of_migrations,8.666666666666666,4.0,14.0,5.033222956847166,8.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_075707,pending_pods,0.1666666666666666,0.0,6.0,0.923638102631528,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_075707,time_with_pending,0.0333333333333333,0.0,1.0,0.1810203347193923,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_075707,wokloads_with_pending_pods,0.0054016064257028,0.0,0.3,0.0388019732762033,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_084000,cost,0.10752,0.10752,0.10752,4.1952397693760153e-17,0.10752
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_084000,cpu_usage,0.8713939393939394,0.87,0.919,0.0060456692392254,0.871
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_084000,mem_usage,0.8628939393939395,0.862,0.911,0.0060742300249719,0.862
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_084000,number_of_migrations,11.333333333333334,8.0,14.0,3.055050463303893,12.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_084000,pending_pods,0.0,0.0,0.0,0.0,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_084000,time_with_pending,0.0,0.0,0.0,0.0,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_084000,wokloads_with_pending_pods,0.0,0.0,0.0,0.0,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_092100,cost,0.1066733858267716,0.0,0.10752,0.009540857189242,0.10752
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_092100,cpu_usage,0.8592677165354333,0.0,0.947,0.1015572751701348,0.871
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_092100,mem_usage,0.850826771653543,0.0,0.937,0.1005413201393739,0.862
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_092100,number_of_migrations,6.666666666666667,0.0,14.0,7.023769168568492,6.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_092100,pending_pods,0.0472440944881889,0.0,6.0,0.5324139056496667,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_092100,time_with_pending,0.0078740157480314,0.0,1.0,0.0887356509416114,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_092100,wokloads_with_pending_pods,0.001243265644426,0.0,0.1578947368421052,0.0140108922539386,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_100416,cost,0.10752,0.10752,0.10752,4.1952397693760153e-17,0.10752
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_100416,cpu_usage,0.858787878787879,0.0,0.914,0.1075082129458761,0.871
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_100416,mem_usage,0.8501666666666668,0.0,0.905,0.1064302709011989,0.862
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_100416,number_of_migrations,6.0,4.0,10.0,3.4641016151377544,4.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_100416,pending_pods,0.0303030303030303,0.0,2.0,0.2461829819586652,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_100416,time_with_pending,0.0151515151515151,0.0,1.0,0.1230914909793326,0.0
openai-gpt-5,1.0,const,openai-gpt-5_input_const_v2_1_20260803_100416,wokloads_with_pending_pods,0.0001847745750184,0.0,0.0121951219512195,0.0015011157436503,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_121137,cost,0.1702399999999999,0.17024,0.17024,1.3994902017522592e-16,0.17024
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_121137,cpu_usage,1.1109000000000002,0.0,1.823,0.5181589540815783,1.2165
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_121137,mem_usage,1.1003000000000005,0.0,1.805,0.5129594195467073,1.205
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_121137,number_of_migrations,25.5,0.0,90.0,43.09292285283048,6.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_121137,pending_pods,10.216666666666669,0.0,70.0,23.62926343319826,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_121137,time_with_pending,0.2,0.0,1.0,0.403375587271688,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_121137,wokloads_with_pending_pods,0.0185570221017143,0.0,0.1333333333333333,0.0419441847070706,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_125250,cost,0.1702399999999999,0.17024,0.17024,1.3994902017522592e-16,0.17024
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_125250,cpu_usage,1.1077,0.206,1.823,0.530338724507144,1.2785000000000002
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_125250,mem_usage,1.0968166666666668,0.203,1.805,0.5253440677765598,1.267
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_125250,number_of_migrations,37.5,0.0,120.0,55.937465083787984,15.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_125250,pending_pods,9.866666666666667,0.0,70.0,23.29724408424533,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_125250,time_with_pending,0.1833333333333333,0.0,1.0,0.3902049294994236,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_125250,wokloads_with_pending_pods,0.0200746230536179,0.0,0.1566265060240964,0.0456935342401403,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_133441,cost,0.1710986666666666,0.17024,0.17248,0.0010982751757104,0.17024
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_133441,cpu_usage,1.1215000000000002,0.141,1.819,0.5189447735222906,1.274
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_133441,mem_usage,1.1105500000000004,0.139,1.802,0.514121215839486,1.2625
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_133441,number_of_migrations,30.0,0.0,84.0,39.7994974842648,18.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_133441,pending_pods,10.566666666666666,0.0,77.0,22.629189689175806,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_133441,time_with_pending,0.25,0.0,1.0,0.4366668823046865,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_133441,wokloads_with_pending_pods,0.0291365846071157,0.0,0.4,0.0672178128209384,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_141602,cost,0.1710986666666666,0.17024,0.17248,0.0010982751757104,0.17024
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_141602,cpu_usage,1.119,0.196,1.823,0.5159097280122049,1.2465000000000002
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_141602,mem_usage,1.1078833333333336,0.194,1.805,0.5108815276663804,1.235
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_141602,number_of_migrations,39.0,0.0,102.0,43.95452195167182,27.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_141602,pending_pods,12.65,0.0,70.0,22.038352548474386,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_141602,time_with_pending,0.35,0.0,1.0,0.4809947319913077,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_141602,wokloads_with_pending_pods,0.0315136632816898,0.0,0.14,0.0477603786993483,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_145743,cost,0.1857333333333333,0.17024,0.2016,0.0146874560415257,0.1859199999999999
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_145743,cpu_usage,1.040433333333333,0.15,1.819,0.5171637896360634,1.232
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_145743,mem_usage,1.030216666666667,0.149,1.802,0.5121125105348702,1.22
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_145743,number_of_migrations,55.5,0.0,222.0,111.0,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_145743,pending_pods,9.183333333333334,0.0,64.0,21.34899010564838,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_145743,time_with_pending,0.2166666666666666,0.0,1.0,0.4154502016565847,0.0
openai-gpt-5,0.0,varia,openai-gpt-5_input_varia_v2_0_20260801_145743,wokloads_with_pending_pods,0.0178742219109866,0.0,0.11,0.0384387459635878,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_153912,cost,0.1852853333333333,0.17024,0.2016,0.0145758592463141,0.18144
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_153912,cpu_usage,1.0306666666666666,0.0,1.823,0.5258506479551036,1.226
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_153912,mem_usage,1.0204833333333336,0.0,1.805,0.5205397294030552,1.2145
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_153912,number_of_migrations,61.5,0.0,228.0,111.1080555135405,9.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_153912,pending_pods,12.833333333333334,0.0,88.0,25.665492672541752,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_153912,time_with_pending,0.2833333333333333,0.0,1.0,0.4544196025054845,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_153912,wokloads_with_pending_pods,0.043472305236518,0.0,0.8571428571428571,0.1204468958937206,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_162039,cost,0.171808,0.17024,0.17248,0.001035159530815,0.17248
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_162039,cpu_usage,1.1214666666666668,0.201,1.83,0.5121339359597077,1.278
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_162039,mem_usage,1.1105833333333333,0.199,1.812,0.5071967255036077,1.2665
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_162039,number_of_migrations,18.0,0.0,66.0,32.12475680841802,3.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_162039,pending_pods,9.933333333333334,0.0,68.0,21.830523388421756,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_162039,time_with_pending,0.2333333333333333,0.0,1.0,0.4265218680850983,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_162039,wokloads_with_pending_pods,0.020774307610368,0.0,0.13,0.0423677976548773,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_170147,cost,0.1707253333333332,0.17024,0.17248,0.0009306084517107,0.17024
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_170147,cpu_usage,1.1330500000000003,0.206,1.83,0.514662714136194,1.289
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_170147,mem_usage,1.1220000000000003,0.203,1.812,0.5098412182205457,1.277
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_170147,number_of_migrations,40.5,0.0,114.0,53.97221507405454,24.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_170147,pending_pods,9.733333333333333,0.0,68.0,21.85147605196768,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_170147,time_with_pending,0.2166666666666666,0.0,1.0,0.4154502016565846,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_170147,wokloads_with_pending_pods,0.0190904689461991,0.0,0.13,0.0403003520241092,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_174246,cost,0.1718453333333333,0.17024,0.17248,0.0010178999096122,0.17248
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_174246,cpu_usage,1.1147,0.201,1.819,0.5147962341663588,1.2805
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_174246,mem_usage,1.103866666666667,0.199,1.802,0.5097972832965053,1.2685
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_174246,number_of_migrations,1.5,0.0,6.0,3.0,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_174246,pending_pods,9.783333333333331,0.0,64.0,22.06238586500782,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_174246,time_with_pending,0.2166666666666666,0.0,1.0,0.4154502016565848,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_174246,wokloads_with_pending_pods,0.0218170137620265,0.0,0.2608695652173913,0.0504710357143642,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_182404,cost,0.190064,0.17024,0.2128,0.0192640220733022,0.19376
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_182404,cpu_usage,1.0178,0.142,1.823,0.5289698591265922,1.1415
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_182404,mem_usage,1.0078333333333334,0.141,1.805,0.5235710874521426,1.13
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_182404,number_of_migrations,69.0,0.0,258.0,126.09520212918493,9.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_182404,pending_pods,11.35,0.0,70.0,24.17368298692903,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_182404,time_with_pending,0.2333333333333333,0.0,1.0,0.4265218680850983,0.0
openai-gpt-5,1.0,varia,openai-gpt-5_input_varia_v2_1_20260801_182404,wokloads_with_pending_pods,0.0253842053915583,0.0,0.1923076923076923,0.0517118553141751,0.0
